lead_id,created_date,lead_source,industry,company_size,region,lead_status
LD-1507,2025-07-07,Outbound SDR,HealthTech,1-10,LATAM,Contacted
LD-1508,2024-10-09,Paid Ads,Manufacturing,11-50,APAC,New
LD-1509,2026-02-04,Organic Search,E-Commerce,201-1000,EMEA,Qualified
LD-1510,2025-09-14,Outbound SDR,SaaS,51-200,EMEA,New
LD-1511,2025-06-11,Organic Search,Professional Services,1-10,EMEA,Qualified
LD-1512,2025-05-06,Organic Search,E-Commerce,51-200,EMEA,Contacted
LD-1513,2025-07-08,Outbound SDR,Professional Services,11-50,North America,New
LD-1514,2026-02-03,Outbound SDR,Professional Services,11-50,EMEA,Qualified
LD-1515,2025-11-07,Event,Professional Services,1-10,EMEA,New
LD-1516,2025-05-20,Paid Ads,Manufacturing,1000+,EMEA,Disqualified
LD-1517,2025-09-30,Organic Search,E-Commerce,1-10,APAC,Disqualified
LD-1518,2026-04-09,Partner,SaaS,1-10,EMEA,Contacted
LD-1519,2025-01-24,Organic Search,HealthTech,1-10,North America,Contacted
LD-1520,2026-03-19,Organic Search,Manufacturing,51-200,North America,New
LD-1521,2025-08-17,Paid Ads,HealthTech,11-50,North America,Disqualified
LD-1522,2024-10-14,Referral,Manufacturing,11-50,North America,Qualified
LD-1523,2026-05-06,Event,SaaS,11-50,EMEA,New
LD-1524,2025-10-14,Outbound SDR,FinTech,51-200,North America,Contacted
LD-1525,2025-03-09,Outbound SDR,HealthTech,11-50,North America,New
LD-1526,2024-11-04,Organic Search,FinTech,201-1000,North America,Contacted
LD-1527,2026-03-30,Paid Ads,SaaS,11-50,APAC,Contacted
LD-1528,2026-01-22,Referral,SaaS,1-10,APAC,New
LD-1529,2024-07-03,Organic Search,Manufacturing,1000+,North America,Qualified
LD-1530,2025-09-07,Paid Ads,HealthTech,201-1000,North America,New
LD-1531,2024-08-23,Paid Ads,SaaS,11-50,North America,Contacted
LD-1532,2025-01-01,Organic Search,SaaS,201-1000,North America,Qualified
LD-1533,2025-07-20,Referral,HealthTech,11-50,North America,Disqualified
LD-1534,2024-11-29,Outbound SDR,SaaS,11-50,North America,Contacted
LD-1535,2025-06-09,Organic Search,E-Commerce,201-1000,North America,Disqualified
LD-1536,2025-04-10,Referral,Manufacturing,51-200,LATAM,Contacted
LD-1537,2025-07-29,Outbound SDR,SaaS,11-50,EMEA,Disqualified
LD-1538,2026-01-05,Outbound SDR,E-Commerce,51-200,APAC,New
LD-1539,2024-09-22,Event,SaaS,11-50,North America,Qualified
LD-1540,2026-01-02,Paid Ads,FinTech,1-10,North America,New
LD-1541,2024-11-10,Event,Professional Services,1000+,LATAM,Disqualified
LD-1542,2024-06-25,Paid Ads,HealthTech,51-200,North America,Disqualified
LD-1543,2025-04-22,Paid Ads,Professional Services,51-200,EMEA,Contacted
LD-1544,2025-01-07,Organic Search,SaaS,51-200,LATAM,Contacted
LD-1545,2024-10-13,Referral,FinTech,51-200,EMEA,Qualified
LD-1546,2025-04-05,Paid Ads,HealthTech,11-50,North America,New
LD-1547,2026-02-24,Paid Ads,HealthTech,1000+,EMEA,Qualified
LD-1548,2025-08-01,Outbound SDR,Professional Services,51-200,North America,Qualified
LD-1549,2025-11-13,Paid Ads,SaaS,51-200,North America,Contacted
LD-1550,2024-09-18,Paid Ads,Manufacturing,11-50,North America,New
LD-1551,2024-07-26,Organic Search,Manufacturing,11-50,APAC,Disqualified
LD-1552,2025-01-31,Paid Ads,HealthTech,1-10,EMEA,New
LD-1553,2025-12-17,Paid Ads,FinTech,11-50,North America,Qualified
LD-1554,2026-03-08,Paid Ads,HealthTech,1-10,North America,New
LD-1555,2024-08-14,Organic Search,FinTech,51-200,EMEA,New
LD-1556,2025-05-14,Outbound SDR,Manufacturing,201-1000,APAC,New
LD-1557,2025-03-17,Partner,HealthTech,11-50,North America,Contacted
LD-1558,2025-11-25,Referral,Professional Services,11-50,North America,Qualified
LD-1559,2024-10-28,Outbound SDR,E-Commerce,51-200,APAC,Contacted
LD-1560,2025-05-20,Event,HealthTech,1-10,APAC,Qualified
LD-1561,2026-02-10,Partner,E-Commerce,201-1000,APAC,Qualified
LD-1562,2025-05-05,Outbound SDR,HealthTech,11-50,North America,New
LD-1563,2025-12-22,Event,Professional Services,1-10,North America,New
LD-1564,2025-08-28,Event,SaaS,1-10,North America,Qualified
LD-1565,2025-08-10,Outbound SDR,Professional Services,1000+,North America,Qualified
LD-1566,2024-12-07,Referral,Manufacturing,11-50,APAC,Contacted
LD-1567,2026-05-25,Organic Search,Manufacturing,51-200,North America,New
LD-1568,2024-11-30,Organic Search,HealthTech,1-10,EMEA,Qualified
LD-1569,2026-04-10,Referral,Manufacturing,1-10,APAC,New
LD-1570,2026-05-23,Referral,FinTech,201-1000,LATAM,Qualified
LD-1571,2025-06-08,Paid Ads,Manufacturing,1-10,EMEA,New
LD-1572,2026-02-24,Referral,SaaS,1-10,LATAM,Qualified
LD-1573,2025-11-04,Referral,FinTech,11-50,North America,Contacted
LD-1574,2025-11-20,Event,HealthTech,201-1000,North America,Qualified
LD-1575,2024-07-20,Organic Search,FinTech,11-50,North America,New
LD-1576,2024-09-08,Organic Search,FinTech,1-10,LATAM,Contacted
LD-1577,2024-07-21,Outbound SDR,Manufacturing,1000+,APAC,New
LD-1578,2024-06-23,Event,SaaS,51-200,North America,Qualified
LD-1579,2026-01-31,Partner,Manufacturing,201-1000,North America,New
LD-1580,2024-10-06,Event,SaaS,51-200,North America,New
LD-1581,2024-06-05,Event,Manufacturing,51-200,North America,Qualified
LD-1582,2026-04-15,Paid Ads,Manufacturing,11-50,APAC,New
LD-1583,2024-12-21,Paid Ads,FinTech,11-50,North America,New
LD-1584,2026-01-17,Paid Ads,E-Commerce,51-200,APAC,Qualified
LD-1585,2026-05-02,Outbound SDR,Professional Services,51-200,EMEA,Qualified
LD-1586,2025-06-17,Partner,Manufacturing,1000+,North America,Disqualified
LD-1587,2026-04-07,Paid Ads,FinTech,51-200,North America,Contacted
LD-1588,2026-05-08,Referral,HealthTech,11-50,LATAM,Contacted
LD-1589,2024-09-14,Paid Ads,Manufacturing,11-50,EMEA,Qualified
LD-1590,2024-09-15,Organic Search,FinTech,51-200,North America,New
LD-1591,2025-02-25,Organic Search,Manufacturing,11-50,North America,Qualified
LD-1592,2025-07-13,Organic Search,FinTech,201-1000,APAC,New
LD-1593,2025-12-26,Partner,Manufacturing,51-200,APAC,Disqualified
LD-1594,2024-10-12,Paid Ads,SaaS,1-10,APAC,Qualified
LD-1595,2024-10-19,Event,SaaS,51-200,EMEA,Contacted
LD-1596,2025-01-10,Outbound SDR,Professional Services,51-200,APAC,Contacted
LD-1597,2024-12-15,Organic Search,Manufacturing,201-1000,North America,New
LD-1598,2026-04-17,Organic Search,Professional Services,11-50,EMEA,Contacted
LD-1599,2025-03-16,Event,Professional Services,51-200,North America,Qualified
LD-1600,2026-02-23,Paid Ads,FinTech,11-50,EMEA,Contacted
LD-1601,2024-07-11,Event,FinTech,51-200,LATAM,Contacted
LD-1602,2024-08-14,Organic Search,SaaS,1-10,LATAM,New
LD-1603,2026-01-07,Outbound SDR,HealthTech,201-1000,EMEA,Qualified
LD-1604,2024-11-29,Event,SaaS,201-1000,EMEA,Contacted
LD-1605,2024-07-31,Organic Search,Professional Services,51-200,APAC,New
LD-1606,2025-08-08,Paid Ads,SaaS,51-200,LATAM,Disqualified
LD-1607,2024-09-16,Partner,SaaS,1-10,APAC,Contacted
LD-1608,2024-07-15,Paid Ads,SaaS,51-200,North America,Contacted
LD-1609,2025-03-24,Paid Ads,SaaS,11-50,North America,Disqualified
LD-1610,2025-07-07,Paid Ads,SaaS,51-200,APAC,Contacted
LD-1611,2025-06-20,Paid Ads,E-Commerce,1-10,APAC,Disqualified
LD-1612,2025-08-01,Outbound SDR,FinTech,51-200,APAC,Qualified
LD-1613,2024-06-18,Outbound SDR,E-Commerce,11-50,EMEA,Qualified
LD-1614,2024-12-30,Paid Ads,Professional Services,51-200,North America,New
LD-1615,2025-02-06,Event,E-Commerce,51-200,North America,New
LD-1616,2024-12-31,Organic Search,E-Commerce,11-50,APAC,Contacted
LD-1617,2025-07-13,Organic Search,FinTech,11-50,North America,New
LD-1618,2024-11-14,Referral,SaaS,201-1000,EMEA,New
LD-1619,2025-09-04,Partner,FinTech,51-200,EMEA,Qualified
LD-1620,2026-04-14,Organic Search,Professional Services,1-10,APAC,Qualified
LD-1621,2025-09-25,Organic Search,E-Commerce,11-50,North America,New
LD-1622,2025-03-11,Referral,SaaS,11-50,APAC,Qualified
LD-1623,2025-04-13,Event,HealthTech,51-200,North America,Disqualified
LD-1624,2025-08-01,Organic Search,Manufacturing,51-200,North America,Qualified
LD-1625,2025-11-10,Paid Ads,E-Commerce,1-10,North America,Qualified
LD-1626,2025-01-06,Outbound SDR,HealthTech,51-200,North America,Qualified
LD-1627,2024-06-29,Paid Ads,Professional Services,51-200,LATAM,New
LD-1628,2025-10-26,Organic Search,E-Commerce,51-200,APAC,Contacted
LD-1629,2025-09-26,Organic Search,E-Commerce,1-10,North America,Disqualified
LD-1630,2024-08-13,Paid Ads,SaaS,11-50,APAC,Qualified
LD-1631,2025-08-31,Referral,SaaS,11-50,EMEA,Qualified
LD-1632,2024-07-23,Event,Professional Services,1-10,EMEA,Disqualified
LD-1633,2025-09-12,Outbound SDR,E-Commerce,11-50,APAC,New
LD-1634,2025-11-25,Outbound SDR,FinTech,1-10,EMEA,Contacted
LD-1635,2024-06-12,Partner,E-Commerce,1-10,North America,Qualified
LD-1636,2025-11-12,Paid Ads,SaaS,51-200,North America,New
LD-1637,2024-08-27,Paid Ads,Manufacturing,11-50,EMEA,Contacted
LD-1638,2024-12-11,Partner,SaaS,51-200,LATAM,Qualified
LD-1639,2025-10-27,Paid Ads,Manufacturing,1-10,EMEA,Qualified
LD-1640,2025-02-14,Outbound SDR,HealthTech,51-200,North America,Contacted
LD-1641,2026-05-14,Outbound SDR,SaaS,11-50,North America,Qualified
LD-1642,2026-04-29,Organic Search,SaaS,201-1000,APAC,New
LD-1643,2026-05-21,Referral,Manufacturing,201-1000,North America,Disqualified
LD-1644,2024-08-16,Organic Search,SaaS,11-50,EMEA,New
LD-1645,2024-10-07,Organic Search,SaaS,51-200,EMEA,Disqualified
LD-1646,2024-10-12,Referral,Manufacturing,11-50,North America,Contacted
LD-1647,2025-08-01,Paid Ads,FinTech,51-200,North America,Contacted
LD-1648,2025-04-10,Outbound SDR,FinTech,1-10,North America,Contacted
LD-1649,2025-11-26,Event,SaaS,11-50,North America,New
LD-1650,2024-12-23,Event,Manufacturing,1-10,EMEA,Contacted
LD-1651,2024-10-24,Paid Ads,FinTech,201-1000,APAC,Disqualified
LD-1652,2025-09-17,Paid Ads,SaaS,11-50,North America,Qualified
LD-1653,2025-08-24,Paid Ads,FinTech,51-200,EMEA,New
LD-1654,2025-10-17,Organic Search,SaaS,11-50,North America,Qualified
LD-1655,2025-01-14,Partner,FinTech,11-50,North America,Disqualified
LD-1656,2025-06-19,Paid Ads,SaaS,1-10,APAC,Qualified
LD-1657,2026-04-08,Organic Search,SaaS,201-1000,APAC,Contacted
LD-1658,2025-08-20,Event,FinTech,201-1000,APAC,New
LD-1659,2026-04-11,Paid Ads,Professional Services,1-10,North America,Disqualified
LD-1660,2025-04-12,Organic Search,SaaS,51-200,EMEA,Contacted
LD-1661,2024-07-03,Organic Search,SaaS,11-50,North America,Contacted
LD-1662,2025-12-07,Outbound SDR,Professional Services,1-10,LATAM,Qualified
LD-1663,2025-05-02,Outbound SDR,Professional Services,51-200,EMEA,New
LD-1664,2024-07-01,Organic Search,E-Commerce,1-10,LATAM,Qualified
LD-1665,2024-09-10,Event,SaaS,1-10,North America,New
LD-1666,2025-01-15,Event,FinTech,51-200,North America,Qualified
LD-1667,2024-10-18,Event,SaaS,11-50,APAC,Disqualified
LD-1668,2025-10-12,Organic Search,SaaS,201-1000,North America,Disqualified
LD-1669,2025-08-20,Organic Search,FinTech,51-200,EMEA,Disqualified
LD-1670,2025-01-27,Event,HealthTech,201-1000,EMEA,Disqualified
LD-1671,2024-08-01,Paid Ads,FinTech,51-200,LATAM,New
LD-1672,2024-07-28,Outbound SDR,E-Commerce,201-1000,North America,Disqualified
LD-1673,2026-04-21,Outbound SDR,FinTech,11-50,LATAM,Disqualified
LD-1674,2025-02-07,Organic Search,FinTech,51-200,North America,Contacted
LD-1675,2024-08-18,Outbound SDR,Manufacturing,11-50,EMEA,Contacted
LD-1676,2025-11-01,Partner,Professional Services,201-1000,EMEA,New
LD-1677,2026-02-25,Outbound SDR,FinTech,1-10,North America,Qualified
LD-1678,2024-08-28,Paid Ads,HealthTech,51-200,LATAM,Qualified
LD-1679,2026-04-20,Event,SaaS,51-200,APAC,Contacted
LD-1680,2025-11-11,Referral,SaaS,11-50,LATAM,Contacted
LD-1681,2024-12-01,Outbound SDR,E-Commerce,201-1000,LATAM,Contacted
LD-1682,2025-12-18,Event,SaaS,11-50,EMEA,New
LD-1683,2025-04-03,Outbound SDR,FinTech,1-10,North America,Disqualified
LD-1684,2025-09-07,Paid Ads,HealthTech,51-200,APAC,Contacted
LD-1685,2024-09-01,Organic Search,SaaS,11-50,North America,New
LD-1686,2024-11-26,Organic Search,SaaS,1-10,APAC,New
LD-1687,2025-12-16,Referral,FinTech,1-10,EMEA,Disqualified
LD-1688,2026-01-09,Referral,Professional Services,1-10,EMEA,Disqualified
LD-1689,2024-06-08,Referral,E-Commerce,51-200,North America,New
LD-1690,2024-11-04,Paid Ads,FinTech,201-1000,North America,New
LD-1691,2025-08-17,Outbound SDR,SaaS,51-200,North America,Contacted
LD-1692,2026-03-23,Event,E-Commerce,1-10,North America,New
LD-1693,2025-10-05,Paid Ads,SaaS,51-200,North America,Qualified
LD-1694,2025-10-29,Outbound SDR,HealthTech,201-1000,North America,New
LD-1695,2025-03-11,Outbound SDR,Manufacturing,51-200,North America,Contacted
LD-1696,2024-07-10,Referral,FinTech,11-50,EMEA,Contacted
LD-1697,2025-12-11,Organic Search,FinTech,1-10,North America,Contacted
LD-1698,2026-01-04,Outbound SDR,SaaS,201-1000,APAC,Contacted
LD-1699,2025-04-20,Partner,SaaS,201-1000,North America,New
LD-1700,2025-06-05,Outbound SDR,FinTech,1-10,EMEA,New
LD-1701,2024-11-19,Event,Professional Services,201-1000,North America,New
LD-1702,2025-04-26,Partner,SaaS,1-10,EMEA,New
LD-1703,2024-11-24,Paid Ads,HealthTech,1-10,EMEA,Disqualified
LD-1704,2025-04-03,Outbound SDR,E-Commerce,51-200,EMEA,New
LD-1705,2024-09-06,Referral,SaaS,51-200,North America,Contacted
LD-1706,2025-08-17,Partner,SaaS,11-50,EMEA,New
LD-1707,2024-11-28,Organic Search,FinTech,201-1000,North America,Qualified
LD-1708,2025-11-11,Paid Ads,E-Commerce,201-1000,EMEA,Disqualified
LD-1709,2025-06-13,Event,FinTech,1-10,North America,Qualified
LD-1710,2026-03-16,Paid Ads,E-Commerce,51-200,EMEA,Qualified
LD-1711,2024-11-09,Outbound SDR,Manufacturing,51-200,North America,Qualified
LD-1712,2024-12-16,Paid Ads,Manufacturing,51-200,APAC,Contacted
LD-1713,2024-11-25,Partner,Professional Services,1000+,North America,Disqualified
LD-1714,2025-09-03,Event,Manufacturing,51-200,North America,Qualified
LD-1715,2024-08-17,Paid Ads,Manufacturing,1-10,North America,New
LD-1716,2025-10-14,Outbound SDR,Manufacturing,1-10,North America,Contacted
LD-1717,2026-01-19,Paid Ads,E-Commerce,201-1000,EMEA,New
LD-1718,2025-10-05,Outbound SDR,Manufacturing,1000+,APAC,New
LD-1719,2024-09-07,Outbound SDR,Professional Services,1-10,APAC,Disqualified
LD-1720,2025-05-26,Event,HealthTech,1-10,North America,New
LD-1721,2025-06-24,Organic Search,E-Commerce,51-200,North America,Qualified
LD-1722,2025-03-13,Organic Search,HealthTech,1-10,APAC,Disqualified
LD-1723,2025-05-06,Outbound SDR,Manufacturing,1-10,North America,Contacted
LD-1724,2025-12-08,Referral,FinTech,201-1000,North America,Contacted
LD-1725,2026-01-30,Referral,Manufacturing,201-1000,APAC,Qualified
LD-1726,2025-01-05,Organic Search,Manufacturing,201-1000,North America,Qualified
LD-1727,2025-01-27,Paid Ads,Professional Services,51-200,North America,New
LD-1728,2024-10-30,Event,SaaS,11-50,North America,New
LD-1729,2025-03-20,Organic Search,E-Commerce,201-1000,EMEA,Qualified
LD-1730,2025-07-03,Paid Ads,Manufacturing,11-50,North America,Disqualified
LD-1731,2025-11-03,Partner,Professional Services,11-50,EMEA,Contacted
LD-1732,2024-12-13,Organic Search,Professional Services,201-1000,North America,Contacted
LD-1733,2024-11-05,Outbound SDR,HealthTech,51-200,North America,Disqualified
LD-1734,2024-06-25,Paid Ads,HealthTech,201-1000,North America,New
LD-1735,2024-08-08,Event,SaaS,1-10,APAC,New
LD-1736,2024-07-08,Outbound SDR,Professional Services,1000+,North America,Qualified
LD-1737,2024-10-30,Event,SaaS,51-200,EMEA,New
LD-1738,2025-10-20,Organic Search,E-Commerce,51-200,North America,New
LD-1739,2025-12-17,Referral,Manufacturing,201-1000,North America,Qualified
LD-1740,2026-05-11,Outbound SDR,HealthTech,11-50,North America,Qualified
LD-1741,2025-07-03,Paid Ads,SaaS,51-200,EMEA,Contacted
LD-1742,2025-04-28,Organic Search,SaaS,51-200,North America,Contacted
LD-1743,2026-03-18,Organic Search,Manufacturing,201-1000,APAC,Contacted
LD-1744,2024-09-16,Partner,HealthTech,201-1000,APAC,Qualified
LD-1745,2025-09-03,Outbound SDR,SaaS,51-200,APAC,Qualified
LD-1746,2026-01-18,Outbound SDR,E-Commerce,1-10,EMEA,Qualified
LD-1747,2025-06-02,Outbound SDR,SaaS,1-10,EMEA,Qualified
LD-1748,2024-12-08,Referral,Professional Services,1000+,EMEA,Disqualified
LD-1749,2025-08-27,Referral,FinTech,1000+,North America,Qualified
LD-1750,2026-05-27,Paid Ads,SaaS,1000+,APAC,New
LD-1751,2024-11-20,Outbound SDR,SaaS,1-10,APAC,Disqualified
LD-1752,2025-07-16,Organic Search,HealthTech,11-50,North America,Disqualified
LD-1753,2024-07-08,Event,HealthTech,51-200,APAC,Contacted
LD-1754,2024-11-17,Event,Manufacturing,51-200,APAC,New
LD-1755,2025-12-12,Paid Ads,HealthTech,1-10,North America,Qualified
LD-1756,2025-05-28,Referral,FinTech,51-200,APAC,Contacted
LD-1757,2024-10-24,Organic Search,SaaS,1-10,North America,Qualified
LD-1758,2025-01-31,Partner,SaaS,11-50,North America,Contacted
LD-1759,2024-08-28,Event,Professional Services,11-50,North America,New
LD-1760,2025-12-21,Partner,SaaS,1-10,EMEA,New
LD-1761,2026-04-19,Paid Ads,Professional Services,1-10,North America,Disqualified
LD-1762,2024-08-17,Organic Search,FinTech,201-1000,LATAM,New
LD-1763,2024-11-21,Organic Search,SaaS,51-200,North America,Qualified
LD-1764,2026-02-15,Organic Search,SaaS,1000+,North America,Contacted
LD-1765,2026-03-03,Organic Search,SaaS,11-50,EMEA,Contacted
LD-1766,2025-12-12,Organic Search,Manufacturing,11-50,North America,Contacted
LD-1767,2025-11-04,Partner,HealthTech,11-50,EMEA,New
LD-1768,2026-02-18,Organic Search,FinTech,51-200,North America,Qualified
LD-1769,2025-02-28,Organic Search,E-Commerce,11-50,LATAM,Qualified
LD-1770,2026-03-15,Event,E-Commerce,51-200,EMEA,New
LD-1771,2026-03-09,Referral,Professional Services,201-1000,North America,Contacted
LD-1772,2024-11-15,Outbound SDR,Professional Services,201-1000,North America,Qualified
LD-1773,2024-07-24,Outbound SDR,E-Commerce,11-50,North America,Qualified
LD-1774,2025-06-15,Event,Manufacturing,51-200,LATAM,Contacted
LD-1775,2025-12-05,Outbound SDR,Manufacturing,11-50,EMEA,Qualified
LD-1776,2026-02-10,Referral,HealthTech,1-10,North America,New
LD-1777,2024-09-12,Outbound SDR,E-Commerce,51-200,North America,New
LD-1778,2025-03-03,Paid Ads,SaaS,51-200,APAC,Qualified
LD-1779,2025-12-12,Paid Ads,Manufacturing,51-200,North America,Qualified
LD-1780,2024-07-15,Referral,Professional Services,1-10,EMEA,Qualified
LD-1781,2025-11-10,Organic Search,SaaS,1000+,APAC,New
LD-1782,2024-12-30,Outbound SDR,Manufacturing,1000+,North America,Contacted
LD-1783,2024-06-17,Paid Ads,Professional Services,11-50,EMEA,Qualified
LD-1784,2024-11-24,Organic Search,SaaS,201-1000,North America,New
LD-1785,2025-11-23,Paid Ads,HealthTech,11-50,North America,Contacted
LD-1786,2026-02-25,Event,Professional Services,51-200,LATAM,Qualified
LD-1787,2024-07-30,Paid Ads,Professional Services,201-1000,EMEA,New
LD-1788,2025-05-05,Outbound SDR,SaaS,201-1000,APAC,Contacted
LD-1789,2024-10-25,Event,FinTech,201-1000,EMEA,New
LD-1790,2025-10-12,Organic Search,E-Commerce,11-50,North America,Disqualified
LD-1791,2025-12-22,Outbound SDR,SaaS,201-1000,EMEA,New
LD-1792,2026-05-03,Paid Ads,FinTech,51-200,EMEA,New
LD-1793,2025-02-14,Organic Search,SaaS,1-10,North America,New
LD-1794,2025-01-05,Outbound SDR,SaaS,1-10,North America,New
LD-1795,2025-01-12,Event,HealthTech,51-200,EMEA,New
LD-1796,2025-12-07,Paid Ads,E-Commerce,51-200,EMEA,Qualified
LD-1797,2025-04-21,Referral,E-Commerce,11-50,North America,New
LD-1798,2024-06-17,Paid Ads,Manufacturing,201-1000,APAC,Contacted
LD-1799,2026-04-22,Referral,FinTech,51-200,North America,New
LD-1800,2024-08-15,Outbound SDR,SaaS,11-50,North America,Contacted
LD-1801,2026-04-08,Outbound SDR,SaaS,11-50,North America,New
LD-1802,2024-09-26,Outbound SDR,SaaS,51-200,APAC,Qualified
LD-1803,2025-06-28,Organic Search,FinTech,51-200,North America,Qualified
LD-1804,2025-01-14,Outbound SDR,SaaS,51-200,EMEA,Qualified
LD-1805,2025-10-14,Outbound SDR,SaaS,11-50,North America,New
LD-1806,2025-03-21,Outbound SDR,SaaS,51-200,EMEA,Disqualified
LD-1807,2025-02-23,Organic Search,E-Commerce,51-200,APAC,Qualified
LD-1808,2025-05-14,Paid Ads,E-Commerce,201-1000,North America,New
LD-1809,2026-05-09,Paid Ads,Professional Services,1-10,LATAM,Contacted
LD-1810,2024-11-26,Organic Search,Manufacturing,51-200,North America,Qualified
LD-1811,2024-11-08,Organic Search,HealthTech,11-50,North America,Contacted
LD-1812,2024-07-19,Paid Ads,SaaS,1-10,EMEA,Contacted
LD-1813,2025-11-21,Outbound SDR,HealthTech,51-200,EMEA,Qualified
LD-1814,2025-10-07,Organic Search,SaaS,51-200,North America,New
LD-1815,2025-08-18,Event,FinTech,51-200,EMEA,Disqualified
LD-1816,2024-06-18,Referral,FinTech,201-1000,North America,New
LD-1817,2025-12-29,Outbound SDR,FinTech,11-50,EMEA,New
LD-1818,2026-01-12,Referral,SaaS,1-10,EMEA,New
LD-1819,2026-04-20,Referral,E-Commerce,11-50,LATAM,Contacted
LD-1820,2026-04-09,Outbound SDR,Manufacturing,11-50,North America,Disqualified
LD-1821,2024-12-09,Partner,Manufacturing,51-200,EMEA,Qualified
LD-1822,2025-10-31,Referral,E-Commerce,201-1000,EMEA,Disqualified
LD-1823,2025-03-21,Referral,HealthTech,51-200,North America,Contacted
LD-1824,2025-08-09,Outbound SDR,SaaS,1-10,North America,Contacted
LD-1825,2025-01-29,Outbound SDR,E-Commerce,11-50,LATAM,Contacted
LD-1826,2025-09-22,Organic Search,HealthTech,1-10,North America,New
LD-1827,2026-04-26,Referral,SaaS,51-200,APAC,Disqualified
LD-1828,2025-09-19,Referral,FinTech,11-50,North America,Contacted
LD-1829,2026-04-03,Partner,Professional Services,51-200,APAC,Contacted
LD-1830,2026-04-11,Referral,E-Commerce,201-1000,North America,Contacted
LD-1831,2024-08-26,Referral,HealthTech,51-200,LATAM,Qualified
LD-1832,2026-05-04,Partner,E-Commerce,11-50,EMEA,New
LD-1833,2026-01-18,Paid Ads,FinTech,11-50,North America,Qualified
LD-1834,2025-04-08,Organic Search,HealthTech,51-200,EMEA,Qualified
LD-1835,2025-08-12,Organic Search,FinTech,51-200,EMEA,Disqualified
LD-1836,2025-08-24,Organic Search,FinTech,1-10,North America,New
LD-1837,2025-12-26,Organic Search,E-Commerce,201-1000,North America,New
LD-1838,2026-01-07,Paid Ads,SaaS,11-50,EMEA,Contacted
LD-1839,2024-08-14,Outbound SDR,Manufacturing,11-50,APAC,Disqualified
LD-1840,2024-06-01,Outbound SDR,FinTech,1-10,North America,Disqualified
LD-1841,2024-11-27,Organic Search,E-Commerce,11-50,APAC,Qualified
LD-1842,2025-06-20,Referral,E-Commerce,11-50,North America,New
LD-1843,2026-02-10,Organic Search,E-Commerce,11-50,North America,New
LD-1844,2025-09-19,Partner,E-Commerce,51-200,EMEA,Qualified
LD-1845,2024-09-08,Organic Search,Professional Services,11-50,North America,New
LD-1846,2025-11-05,Outbound SDR,HealthTech,201-1000,North America,Contacted
LD-1847,2025-05-08,Paid Ads,E-Commerce,1000+,EMEA,Qualified
LD-1848,2025-02-24,Outbound SDR,E-Commerce,1-10,North America,Contacted
LD-1849,2025-12-15,Paid Ads,SaaS,1-10,North America,Contacted
LD-1850,2025-01-02,Outbound SDR,FinTech,201-1000,EMEA,New
LD-1851,2025-08-26,Organic Search,FinTech,1000+,EMEA,New
LD-1852,2024-10-11,Event,SaaS,201-1000,APAC,Qualified
LD-1853,2025-03-06,Referral,FinTech,1-10,EMEA,Contacted
LD-1854,2025-07-12,Outbound SDR,FinTech,11-50,EMEA,New
LD-1855,2025-08-29,Event,E-Commerce,1-10,North America,New
LD-1856,2026-04-02,Partner,SaaS,201-1000,APAC,New
LD-1857,2024-12-29,Organic Search,Manufacturing,51-200,North America,Qualified
LD-1858,2026-03-16,Paid Ads,FinTech,11-50,North America,Qualified
LD-1859,2026-01-17,Paid Ads,E-Commerce,51-200,APAC,Contacted
LD-1860,2025-02-18,Paid Ads,SaaS,11-50,APAC,Contacted
LD-1861,2024-09-11,Referral,HealthTech,51-200,EMEA,New
LD-1862,2024-12-05,Partner,SaaS,1-10,North America,Contacted
LD-1863,2025-09-23,Partner,E-Commerce,51-200,North America,New
LD-1864,2025-12-28,Referral,FinTech,51-200,EMEA,Disqualified
LD-1865,2025-08-21,Outbound SDR,Professional Services,51-200,APAC,New
LD-1866,2025-11-11,Event,FinTech,11-50,EMEA,Contacted
LD-1867,2024-08-14,Partner,HealthTech,201-1000,North America,New
LD-1868,2025-06-04,Organic Search,SaaS,51-200,North America,Qualified
LD-1869,2026-02-27,Referral,E-Commerce,1-10,EMEA,New
LD-1870,2025-03-11,Event,HealthTech,1-10,EMEA,Disqualified
LD-1871,2026-03-18,Paid Ads,FinTech,51-200,North America,New
LD-1872,2024-08-30,Paid Ads,SaaS,11-50,North America,Qualified
LD-1873,2026-05-15,Partner,SaaS,1-10,North America,Qualified
LD-1874,2025-12-25,Partner,SaaS,1-10,North America,New
LD-1875,2025-08-31,Event,Professional Services,1-10,EMEA,New
LD-1876,2025-08-25,Outbound SDR,FinTech,11-50,North America,Contacted
LD-1877,2026-04-14,Paid Ads,SaaS,51-200,EMEA,Qualified
LD-1878,2025-03-02,Paid Ads,Professional Services,1-10,APAC,Disqualified
LD-1879,2024-09-29,Referral,SaaS,51-200,LATAM,New
LD-1880,2026-04-01,Referral,FinTech,11-50,LATAM,Contacted
LD-1881,2024-08-14,Referral,E-Commerce,11-50,North America,New
LD-1882,2025-09-24,Outbound SDR,Professional Services,11-50,North America,New
LD-1883,2024-12-11,Paid Ads,E-Commerce,201-1000,North America,Qualified
LD-1884,2026-04-09,Outbound SDR,HealthTech,1000+,EMEA,Contacted
